Common Name,Scientific Name,Alternate Names,Species Group,Care Level,Average Adult Size,Maximum Adult Size,Lifespan,pH,Temperature,Hardness (GH),Swimming Level,Overall Aggressiveness,Aggressiveness Own Species,Aggressiveness Other Species,Ideal Number,M:F Ratio,Live Plants,Diet Type,Food Preferences,Substrate,Light,Water Current,Decorations,Minimum Tank Size
Blehers Rainbowfish,Chilatherina bleheri,,Rainbowfish,Easy,4.7 inches / 119 mm,4.7 inches / 119 mm,5 - 8 years,7.0 - 8.0,73 - 81 F / 23 - 27 C,8 - 16 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,High,40 gallons / 151 liters
Blind Cave Tetra,Astyanax mexicanus,Mexican Tetra,Tetras,Easy,3.0 inches / 76 mm,3.7 inches / 93 mm,3 - 5 years,6.5 - 8.0,68 - 77 F / 20 - 25 C,5 - 25 dGH,Mid,Peaceful,Peaceful,Peaceful,4+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Any,10 gallons / 37 liters
Blood Parrot,Blood Parrot,"Blood Red Parrot,  Jellybean Parrot",American cichlids,Easy,8.0 inches / 203 mm,8.0 inches / 203 mm,10 years,6.5 - 8.0,72 - 80 F / 22 - 27 C,2 - 25 dGH,Mid,Semi aggressive,Semi aggressive,Semi aggressive,Any,1:1,Yes,Omnivore,"Flakes, pellets, live, frozen",Any,Moderate,Moderate,Moderate,55 gallons / 208 liters
Bloodfin Tetra,Aphyocharax anisitsi,,Tetras,Easy,2.2 inches / 55 mm,2.2 inches / 55 mm,5 - 8 years,6.0 - 8.0,64 - 82 F / 18 - 28 C,2 - 30 dGH,Top,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Black Kuhli,Pangio oblonga,"Chocolate Kuhli,  Java Loach",Loaches,Moderate,4.0 inches / 101 mm,5.0 inches / 127 mm,10 years,5.5 - 6.5,73 - 86 F / 23 - 30 C,0 - 5 dGH,Bottom,Peaceful,Peaceful,Peaceful,1,1:1,Yes,Carnivore,"Pellets, live, frozen",Any,Moderate,Moderate,Moderate,20 gallons / 75 liters
Black Moor Goldfish,Carassius auratus,,Goldfish,Easy,10.0 inches / 254 mm,10.0 inches / 254 mm,10 - 15 years,6.0 - 8.0,65 - 72 F / 18 - 22 C,5 - 19 dGH,Mid,Peaceful,Peaceful,Peaceful,Any,1:1,No,Omnivore,Goldfish,Gravel,Moderate,Moderate,Low,20 gallons / 75 liters
Black Neon Tetra,Hyphessobrycon herbertaxelrodi,,Tetras,Easy,1.5 inches / 38 mm,1.6 inches / 40 mm,3 - 5 years,5.0 - 7.5,68 - 82 F / 20 - 28 C,6 - 15 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,Flakes,Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Black Ocellatus,Lamprologus speciosus,,African cichlids,Easy,2.0 inches / 50 mm,2.6 inches / 66 mm,3 - 5 years,7.5 - 9.0,73 - 81 F / 23 - 27 C,8 - 25 dGH,Bottom,Semi aggressive,Aggressive,Semi aggressive,1,1:2,Yes,Carnivore,"Live, frozen",Sand,Moderate,Moderate,Low,10 gallons / 37 liters
Black Pacu,Colossoma macropomum,,Monster,Moderate,40.0 inches / 1016 mm,40.0 inches / 1016 mm,20 years,5.0 - 7.8,72 - 82 F / 22 - 28 C,1 - 15 dGH,Mid,Peaceful,Peaceful,Peaceful,1,1:1,No,Omnivore,"Pellets, veggies, fruit",Any,Moderate,Moderate,Any,500 gallons / 1892 liters
Black Phantom Tetra,Hyphessobrycon megalopterus,,Tetras,Easy,1.8 inches / 45 mm,2.0 inches / 50 mm,3 - 5 years,6.0 - 7.5,72 - 82 F / 22 - 28 C,1 - 18 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,Flakes,Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Black Skirt Tetra,Gymnocorymbus ternetzi,"Black Widow Tetra,  White Skirt Tetra",Tetras,Easy,2.0 inches / 50 mm,2.5 inches / 63 mm,6 - 7 years,6.0 - 8.0,70 - 79 F / 21 - 26 C,3 - 30 dGH,Top,Peaceful,Peaceful,Peaceful,8+,1:1,Yes,Omnivore,"Flakes, live, frozen",Gravel,Moderate,Moderate,Moderate,10 gallons / 37 liters
Betta,Betta splendens,Siamese Fighting Fish,Bettas,Easy,2.5 inches / 63 mm,2.5 inches / 63 mm,2 - 4 years,6.0 - 8.0,72 - 86 F / 22 - 30 C,1 - 15 dGH,Mid,Peaceful,Aggressive,Peaceful,1,1:1,Yes,Carnivore,"Live, frozen",Any,Low,Low,Moderate,5 gallons / 18 liters
Black Acara,Cichlasoma portalegrense,"Port Acara,  Red Port Acara,  Port Cichlid",American cichlids,Moderate,6.0 inches / 152 mm,8.0 inches / 203 mm,6 years,6.0 - 7.0,66 - 75 F / 19 - 24 C,1 - 20 dGH,Mid,Semi aggressive,Peaceful,Semi aggressive,Any,1:1,Yes,Carnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,29 gallons / 109 liters
Black Belt Cichlid,Vieja maculicauda,,American cichlids,Moderate,10.0 inches / 254 mm,12.0 inches / 304 mm,8 years,6.0 - 8.0,72 - 84 F / 22 - 29 C,8 - 17 dGH,Mid,Aggressive,Semi aggressive,Aggressive,1,1:1,No,Omnivore,"Flakes, pellets, algae, veggies",Sand,Low,Moderate,Low,55 gallons / 208 liters
Black Cory,Corydoras schultzei,,Cory,Easy,2.4 inches / 60 mm,2.4 inches / 60 mm,5 years,6.0 - 7.5,72 - 82 F / 22 - 28 C,2 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,5+,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,10 gallons / 37 liters
Black Diamond Cichlid,Paratilapia polleni,Marakeli Cichlid,African cichlids,Moderate,11.0 inches / 279 mm,11.0 inches / 279 mm,5 years,6.5 - 8.0,62 - 82 F / 17 - 28 C,8 - 25 dGH,Mid,Aggressive,Aggressive,Aggressive,1,1:1,Yes,Carnivore,"Live, frozen",Any,Moderate,Moderate,Moderate,55 gallons / 208 liters
Black Fin Cory,Corydoras leucomelas,,Cory,Easy,2.0 inches / 50 mm,2.2 inches / 55 mm,5 years,6.0 - 8.0,72 - 81 F / 22 - 27 C,2 - 12 dGH,Bottom,Peaceful,Peaceful,Peaceful,5+,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,10 gallons / 37 liters
Black Ghost Knife Fish,Apteronotus albifrons,,Misc,Moderate,20.0 inches / 508 mm,20.0 inches / 508 mm,15 years,6.0 - 8.0,73 - 82 F / 23 - 28 C,5 - 19 dGH,Bottom,Semi aggressive,Semi aggressive,Peaceful,1,1:1,Yes,Carnivore,"Live, frozen",Sand,Low,Low,High,100 gallons / 378 liters
Banjo Catfish,Bunocephalus coracoideus,,Misc catfish,Easy,6.0 inches / 152 mm,6.0 inches / 152 mm,10 - 15 years,6.0 - 8.0,75 - 82 F / 24 - 28 C,2 - 20 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Low,Moderate,Moderate,29 gallons / 109 liters
Barred Lamprologus,Neolamprologus fasciatus,,African cichlids,Moderate,5.0 inches / 127 mm,5.0 inches / 127 mm,8 - 10 years,7.5 - 9.0,73 - 81 F / 23 - 27 C,8 - 25 dGH,Bottom,Semi aggressive,Semi aggressive,Semi aggressive,Any,1:2,Yes,Carnivore,"Live, frozen",Sand,Moderate,Moderate,Moderate,29 gallons / 109 liters
Barred Rainbowfish,Chilatherina fasciata,,Rainbowfish,Easy,5.5 inches / 139 mm,5.5 inches / 139 mm,5 - 8 years,7.1 - 8.1,82 - 90 F / 28 - 32 C,5 - 15 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,High,40 gallons / 151 liters
Bearded Cory,Scleromystax barbatus,"Checkerboard Cory,  Filigree Cory",Cory,Easy,4.0 inches / 101 mm,4.0 inches / 101 mm,5 years,5.5 - 7.5,61 - 74 F / 16 - 23 C,1 - 12 dGH,Bottom,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,29 gallons / 109 liters
Bee Shrimp,Caridina cantonensis sp. Bee,,Invertebrates,Easy,1.0 inches / 25 mm,1.0 inches / 25 mm,2 - 3 years,6.2 - 6.8,65 - 80 F / 18 - 27 C,4 - 6 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Shrimp, algae, veggies",Any,Moderate,Moderate,High,5 gallons / 18 liters
Bengal Loach,Botia dario,"Geto Loach,  Queen Loach,  Indian Loach",Loaches,Moderate,6.0 inches / 152 mm,6.0 inches / 152 mm,5 - 8 years,6.0 - 7.5,75 - 82 F / 24 - 28 C,1 - 10 dGH,Bottom,Peaceful,Peaceful,Peaceful,5+,1:1,Yes,Omnivore,"Pellets, live, frozen, veggies",Sand,Low,Strong,Moderate,29 gallons / 109 liters
Bentos Tetra,Hyphessobrycon bentosi,"False Rosy Tetra,  Ornate Tetra",Tetras,Easy,1.7 inches / 43 mm,2.0 inches / 50 mm,3 - 5 years,5.0 - 7.5,68 - 82 F / 20 - 28 C,1 - 12 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,Flakes,Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Bala Shark,Balantiocheilos melanopterus,"Tricolor Shark,  Silver Bala,  Silver Shark,  Tri Color Minnows",Sharks,Moderate,12.0 inches / 304 mm,14.0 inches / 355 mm,6 years,6.0 - 8.0,72 - 82 F / 22 - 28 C,2 - 15 dGH,Top,Semi aggressive,Semi aggressive,Peaceful,5+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Low,125 gallons / 473 liters
Balloon Molly,Poecilia latipinna hybrid,,Livebearer,Easy,3.0 inches / 76 mm,3.0 inches / 76 mm,3 years,7.0 - 8.5,68 - 82 F / 20 - 28 C,15 - 30 dGH,Mid,Peaceful,Peaceful,Peaceful,Any,1:2,Yes,Omnivore,"Flakes, algae, veggies, fry_food",Any,Moderate,Moderate,Moderate,15 gallons / 56 liters
Bamboo Shrimp,Atyopsis moluccensis,"Fan Shrimp,  Filter Shrimp,  Asian Filter Shrimp,  Wood Shrimp,  Timber Shrimp,  Singapore Shrimp,  Marble Shrimp,  Mountain Shrimp,  Rock Shrimp,  Maluku Shrimp,  Flower Shrimp,  Singapore Flower Shrimp",Invertebrates,Easy,3.0 inches / 76 mm,3.5 inches / 88 mm,6 years,6.0 - 8.0,68 - 85 F / 20 - 29 C,0 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,3+,1:1,Yes,Omnivore,"Flakes, fry_food",Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Banded Archerfish,Toxotes jaculatrix,,Brackish,Moderate,12.0 inches / 304 mm,12.0 inches / 304 mm,10 years,7.0 - 8.0,77 - 86 F / 25 - 30 C,20 - 30 dGH,Top,Semi aggressive,Semi aggressive,Semi aggressive,4+,1:1,Yes,Carnivore,"Flakes, pellets, live, frozen",Sand,Moderate,Moderate,Moderate,75 gallons / 283 liters
Banded Gourami,Colisa fasciata,,Gouramis,Moderate,4.0 inches / 101 mm,4.0 inches / 101 mm,4 years,6.0 - 7.5,70 - 82 F / 21 - 28 C,4 - 15 dGH,Top,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,High,20 gallons / 75 liters
Banded Leporinus,Leporinus fasciatus,,Misc,Moderate,10.5 inches / 266 mm,12.0 inches / 304 mm,7 - 10 years,5.0 - 7.5,68 - 82 F / 20 - 28 C,1 - 15 dGH,Bottom,Semi aggressive,Semi aggressive,Semi aggressive,1,1:1,Yes,Omnivore,"Algae, veggies",Any,Moderate,Strong,Any,75 gallons / 283 liters
Banded Rainbowfish,Melanotaenia trifasciata,,Rainbowfish,Easy,6.0 inches / 152 mm,6.0 inches / 152 mm,3 - 5 years,6.5 - 8.0,75 - 91 F / 24 - 33 C,8 - 20 dGH,Top,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,40 gallons / 151 liters
Bandit Cory,Corydoras metae,,Cory,Easy,2.0 inches / 50 mm,2.0 inches / 50 mm,5 years,6.0 - 7.5,72 - 79 F / 22 - 26 C,5 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,5+,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,10 gallons / 37 liters
Asian Upside Down Catfish,Mystus leucophasis,,Misc catfish,Moderate,12.0 inches / 304 mm,12.0 inches / 304 mm,5 years,6.0 - 8.0,72 - 82 F / 22 - 28 C,5 - 20 dGH,Bottom,Aggressive,Semi aggressive,Aggressive,Any,1:1,Yes,Omnivore,"Pellets, live, frozen",Any,Moderate,Moderate,Moderate,75 gallons / 283 liters
Assassin Snail,Clea helena,,Invertebrates,Easy,2.0 inches / 50 mm,3.0 inches / 76 mm,2 years,6.5 - 8.0,68 - 81 F / 20 - 27 C,2 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,Live,Sand,Moderate,Moderate,Any,10 gallons / 37 liters
Auratus Cichlid,Melanochromis auratus,"Golden Mbuna,  Golden Cichlid",African cichlids,Moderate,4.4 inches / 111 mm,4.4 inches / 111 mm,5 years,7.6 - 8.8,73 - 82 F / 23 - 28 C,10 - 25 dGH,Mid,Aggressive,Aggressive,Aggressive,1,1:2,Yes,Omnivore,"Flakes, pellets, veggies",Any,Moderate,Moderate,Moderate,55 gallons / 208 liters
Australian Pearl Arowana,Scleropages jardinii,,Arowana,Moderate,36.0 inches / 914 mm,36.0 inches / 914 mm,10 years,6.8 - 7.5,75 - 84 F / 24 - 29 C,8 - 15 dGH,Top,Aggressive,Aggressive,Aggressive,1,1:1,Yes,Carnivore,"Live, frozen",Any,Moderate,Moderate,Moderate,150 gallons / 567 liters
Axelrods Rainbowfish,Chilatherina axelrodi,"Yellow Rainbowfish,  Lake Tebera Rainbowfish",Rainbowfish,Easy,4.0 inches / 101 mm,4.0 inches / 101 mm,5 - 8 years,7.5 - 8.0,72 - 82 F / 22 - 28 C,10 - 15 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,High,29 gallons / 109 liters
Azureus Cichlid,Copadichromis azureus,,African cichlids,Moderate,6.0 inches / 152 mm,7.0 inches / 177 mm,5 - 8 years,7.5 - 8.5,78 - 82 F / 26 - 28 C,10 - 25 dGH,Mid,Semi aggressive,Peaceful,Semi aggressive,4+,1:3,Yes,Carnivore,"Flakes, pellets, live, frozen",Sand,Moderate,Moderate,Moderate,55 gallons / 208 liters
Badis Badis,Badis badis,Chameleon Fish,Misc,Easy,2.5 inches / 63 mm,2.5 inches / 63 mm,3 - 6 years,6.0 - 7.5,59 - 77 F / 15 - 25 C,3 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:2,Yes,Carnivore,"Live, frozen",Any,Low,Low,Moderate,20 gallons / 75 liters
Apistogramma viejita,Apistogramma viejita,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apple Snail,Pomacea bridgesii,,Invertebrates,Easy,1.0 inches / 25 mm,2.0 inches / 50 mm,1 - 3 years,6.5 - 8.0,70 - 81 F / 21 - 27 C,5 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Algae, veggies, pellets",Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
Arapaima,Arapaima gigas,"Pirarucu,  Paiche",Monster,Difficult,104.0 inches / 2641 mm,177.0 inches / 4495 mm,15 - 20 years,6.0 - 6.5,75 - 84 F / 24 - 29 C,5 - 12 dGH,Top,Aggressive,Aggressive,Aggressive,1,1:1,Yes,Carnivore,"Live, frozen",Gravel,Moderate,Any,Moderate,2500 gallons / 9462 liters
Arfak Rainbowfish,Melanotaenia arfakensis,,Rainbowfish,Moderate,5.0 inches / 127 mm,5.0 inches / 127 mm,5 years,6.5 - 7.5,75 - 80 F / 24 - 27 C,5 - 20 dGH,Top,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,29 gallons / 109 liters
Arrowhead Puffer,Tetraodon suvattii,,Puffer,Difficult,6.0 inches / 152 mm,6.0 inches / 152 mm,10 years,6.5 - 7.5,72 - 79 F / 22 - 26 C,5 - 15 dGH,Bottom,Aggressive,Aggressive,Aggressive,1,1:1,Yes,Carnivore,"Invertebrates, live, frozen",Sand,Moderate,Moderate,Moderate,20 gallons / 75 liters
Arulius Barb,Puntius tambraparniei,,Barbs,Easy,4.0 inches / 101 mm,5.0 inches / 127 mm,5 - 8 years,6.0 - 8.0,66 - 77 F / 19 - 25 C,2 - 15 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,29 gallons / 109 liters
Asian Arowana,Scleropages formosus,,Arowana,Moderate,24.0 inches / 609 mm,36.0 inches / 914 mm,10 years,5.0 - 8.0,72 - 82 F / 22 - 28 C,2 - 15 dGH,Top,Aggressive,Aggressive,Aggressive,1,1:1,Yes,Carnivore,"Live, frozen",Any,Moderate,Moderate,Moderate,150 gallons / 567 liters
Apistogramma Maulbr,Apistogramma sp. Maulbr,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Orange-tail,Apistogramma cf. eunotus Orange-tail,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma panduro,Apistogramma panduro,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Parrot,Apistogramma sp. Parrot,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Resticulosa Mamor,Apistogramma cf. resticulosa Mamor,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma rupununi,Apistogramma rupununi,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma trifasciata,Apistogramma trifasciata,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma uaupesi,Apistogramma uaupesi,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma atahualpa,Apistogramma atahualpa,Apistogramma Sunset,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma baenschi,Apistogramma baenschi,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma bitaeniata,Apistogramma bitaeniata,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Black-Chin,Apistogramma sp. Black-Chin,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Broad-banded,Apistogramma sp. Broad-banded,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma elizabethae,Apistogramma elizabethae,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma hongsloi,Apistogramma hongsloi,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Apistogramma Mamor,Apistogramma sp. Mamor,,American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Semi aggressive,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Amazon Puffer,Colomesus asellus,"South American Puffer,  Bee Puffer,  Brazilian Puffer",Puffer,Difficult,3.0 inches / 76 mm,5.0 inches / 127 mm,10 years,5.5 - 8.0,70 - 82 F / 21 - 28 C,5 - 15 dGH,Mid,Semi aggressive,Semi aggressive,Semi aggressive,3+,1:1,Yes,Omnivore,"Invertebrates, live, frozen",Any,Moderate,Moderate,High,29 gallons / 109 liters
American Flagfish,Jordanella floridae,Florida Flagfish,Misc,Easy,2.0 inches / 50 mm,2.5 inches / 63 mm,5 years,6.5 - 8.5,68 - 86 F / 20 - 30 C,2 - 20 dGH,Top,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Flakes, live, frozen, algae",Any,Moderate,Moderate,Moderate,10 gallons / 37 liters
American Grass Shrimp,Palaemonetes paludosus,"Ghost Shrimp,  Grass Shrimp",Invertebrates,Easy,1.0 inches / 25 mm,2.0 inches / 50 mm,1 - 3 years,6.5 - 8.0,65 - 80 F / 18 - 27 C,3 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:1,Yes,Omnivore,"Algae, shrimp",Any,Moderate,Moderate,Moderate,5 gallons / 18 liters
Angelfish,Pterophyllum scalare,,Angelfish,Easy,6.0 inches / 152 mm,6.0 inches / 152 mm,8 - 9 years,6.0 - 7.4,76 - 86 F / 24 - 30 C,0 - 15 dGH,Mid,Semi aggressive,Semi aggressive,Semi aggressive,Any,1:1,Yes,Omnivore,"Flakes, pellets, live, frozen",Any,Moderate,Low,Moderate,29 gallons / 109 liters
Angelicus Pleco L073,Hypancistrus sp. L073,,Plecos,Easy,3.5 inches / 88 mm,4.0 inches / 101 mm,5 - 8 years,5.5 - 7.5,73 - 84 F / 23 - 29 C,1 - 20 dGH,Bottom,Peaceful,Aggressive,Peaceful,1,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Strong,Moderate,20 gallons / 75 liters
Angfa Rainbowfish,Melanotaenia angfa,Yakati Rainbowfish,Rainbowfish,Moderate,5.0 inches / 127 mm,5.0 inches / 127 mm,10 years,6.5 - 7.5,75 - 80 F / 24 - 27 C,5 - 20 dGH,Top,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,29 gallons / 109 liters
Agassizi’s Dwarf Cichlid,Apistogramma agassizii,"Agassiz’s Apisto,  Apistogramma agassizii",American cichlids,Moderate,3.0 inches / 76 mm,3.0 inches / 76 mm,6 years,5.0 - 7.0,72 - 84 F / 22 - 29 C,0 - 12 dGH,Bottom,Peaceful,Peaceful,Peaceful,Any,1:3,Yes,Carnivore,"Live, frozen",Any,Low,Low,High,10 gallons / 37 liters
Ajamaru Rainbowfish,Melanotaenia ajamaruensis,,Rainbowfish,Easy,4.0 inches / 101 mm,4.0 inches / 101 mm,5 years,6.5 - 8.0,80 - 86 F / 27 - 30 C,5 - 20 dGH,Top,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,Moderate,29 gallons / 109 liters
Albino Cory,Corydoras aeneus,Bronze Cory,Cory,Easy,2.8 inches / 71 mm,2.8 inches / 71 mm,5 years,6.0 - 8.0,72 - 79 F / 22 - 26 C,2 - 15 dGH,Bottom,Peaceful,Peaceful,Peaceful,5+,1:1,Yes,Omnivore,"Pellets, live, frozen",Sand,Moderate,Moderate,Moderate,10 gallons / 37 liters
Allens Rainbowfish,Chilatherina alleni,Wapoga Rainbowfish,Rainbowfish,Easy,4.0 inches / 101 mm,4.0 inches / 101 mm,5 - 8 years,6.0 - 8.4,75 - 88 F / 24 - 31 C,5 - 20 dGH,Mid,Peaceful,Peaceful,Peaceful,6+,1:1,Yes,Omnivore,"Flakes, live, frozen",Any,Moderate,Moderate,High,29 gallons / 109 liters
